id_plant;id_country;name;commissioning_year;primary_fuel;capacity_mw;latitude;longitude
WRI1003759;RUS;Nizhegorodskaya HPP;1948;Hydro;520.00;56.650.600;43.375.600
WRI1003761;RUS;Nizhnevartovskaya;1993;Gas;2013.00;60.975.800;76.943.300
WRI1003763;RUS;Novgorod CHPP;1968;Coal;190.00;58.623.600;31.221.900
WRI1003764;RUS;Novo Sverdlovsk;1982;Gas;557.00;56.839.700;60.841.000
WRI1003765;RUS;Novo-Irkustsk;1960;Coal;655.00;52.250.800;104.203.900
WRI1003766;RUS;NOVO-KEMEROVO CHP;1955;Coal;565.00;55.351.100;85.994.200
WRI1003768;RUS;Novo-Zimanskaya;1973;Coal;240.00;54.033.000;102.035.100
WRI1003770;RUS;Novocherkasskaya GRES;1956;Coal;2214.00;47.400.000;40.233.300
WRI1003772;RUS;Novokuibyshevsk HPP-1;1947;Gas;482.00;53.110.300;49.920.400
WRI1003773;RUS;Novomoskovsk SDPS;1934;Gas;233.70;54.086.400;38.237.500
WRI1003774;RUS;Novosibirskaya HPP;NULL;Hydro;480.00;54.850.300;82.986.400
WRI1003775;RUS;Novovoronezh;NULL;Nuclear;1880.00;51.282.200;39.210.000
WRI1003776;RUS;Orel TPP;1946;Gas;330.00;52.987.900;36.098.300
WRI1003777;RUS;Orsk TPP-1;1938;Gas;245.00;51.240.800;58.498.600
WRI1003778;RUS;Partizanskaya TPP;NULL;Coal;203.00;43.061.500;133.135.500
WRI1003779;RUS;Pavlovskaya HPP;1959;Hydro;166.40;55.406.000;56.555.600
WRI1003780;RUS;Pechorskaya;1979;Gas;1060.00;65.134.400;57.315.600
WRI1003781;RUS;Penza TPP-1;1943;Gas;401.00;53.160.100;45.008.200
WRI1003782;RUS;Perm HPP-13;1959;Gas;543.70;57.977.200;56.256.100
WRI1003784;RUS;Permskaya;1986;Gas;3363.00;58.495.900;56.347.100
WRI1003785;RUS;Pervouralsk TEZ;1956;Gas;36.00;56.894.800;59.983.900
WRI1003786;RUS;Primorskaya TPP;1974;Coal;1467.00;46.462.500;134.291.100
WRI1003787;RUS;Priufimskaya TPP;1976;Gas;210.00;55.028.800;56.033.000
WRI1003788;RUS;Pskovskaya GRES;1993;Gas;440.00;57.509.700;29.969.400
WRI1003790;RUS;Reftinskaya GRES;1970;Coal;3800.00;57.106.700;61.711.700
WRI1003791;RUS;Rostov NPP;2001;Nuclear;4000.00;47.599.300;42.371.700
WRI1003795;RUS;Sakmarskaya TPP;1969;Gas;460.00;51.843.300;55.098.800
WRI1003796;RUS;Salavatskaya TPP;1953;Gas;185.00;53.396.900;55.887.500
WRI1003797;RUS;Samara GRES;1900;Gas;61.00;53.145.000;50.056.400
WRI1003798;RUS;Samara TPP;1971;Gas;440.00;53.251.400;50.275.600
WRI1003799;RUS;Saransk CHP-2;1958;Gas;340.00;54.217.100;45.209.300
WRI1003800;RUS;Saratov HPP-2;1955;Gas;669.00;51.623.900;46.009.700
WRI1003801;RUS;Saratov TPP- HPP 1;1930;Gas;54.00;51.522.300;46.033.900
WRI1003802;RUS;Saratovskaya HPP;1956;Hydro;1403.00;52.048.100;47.762.200
WRI1003804;RUS;Serovskaya GRES;1954;Coal;808.00;59.633.400;60.705.100
WRI1003805;ARM;Sevan-Hrazdan Cascade;NULL;Hydro;561.00;40.507.800;44.760.600
WRI1003806;RUS;Severo-Zapadnaya;NULL;Gas;900.00;60.016.000;30.097.800
WRI1003807;RUS;Severodvinsk CHPP-2;1976;Coal;410.00;64.562.700;39.833.900
WRI1003808;RUS;Shaturskaya GRES;1923;Gas;1493.00;55.583.300;39.561.100
WRI1003809;RUS;Shchekinskaya SDPS*;1950;Gas;400.00;53.948.600;37.648.900
WRI1003810;RUS;Shirokovskaya HPP;1948;Hydro;28.00;58.834.500;57.792.500
WRI1003812;RUS;Smolensk;NULL;Nuclear;3000.00;54.164.700;33.236.700
WRI1003813;RUS;Smolensk TPP-2;1973;Gas;275.00;47.216.100;39.579.400
WRI1003814;RUS;Smolenskaya GRES;1970;Gas;630.00;55.605.600;32.413.900
WRI1003815;RUS;Sochinskaya;2004;Gas;160.50;43.594.700;39.754.400
WRI1003816;RUS;Sormovo cogeneration station;1974;Gas;350.00;56.352.500;43.891.400
WRI1003817;RUS;Sosnogorsk TPP;1960;Coal;377.00;63.576.200;53.986.500
WRI1003818;RUS;Srednevralskaya;1936;Gas;1578.50;57.002.300;60.463.500
WRI1003819;RUS;Stavropolskaya GRES;1971;Gas;2415.00;45.312.200;41.511.100
WRI1003820;RUS;Sterlitamakskaya TPP;1957;Gas;345.00;53.666.600;55.961.900
WRI1003821;RUS;Surgutskaya GRES-2;1979;Gas;8865.00;61.279.400;73.488.900
WRI1003822;RUS;Sverdlovsk CHP;1932;Gas;36.00;56.876.000;60.594.000
WRI1003823;RUS;Syzran TPP;1947;Gas;372.40;53.064.200;48.399.400
WRI1003824;RUS;Tambov TPP;1954;Gas;235.00;52.753.300;41.478.500
WRI1003826;RUS;Thermal Power Station 10;NULL;Coal;1110.00;52.462.200;103.979.100
WRI1003827;RUS;Thermal Power Station 11;1959;Coal;600.00;56.122.700;101.596.500
WRI1003828;RUS;Thermal Power Station 9;NULL;Coal;475.00;52.532.900;103.936.500
WRI1003829;RUS;Tobolsk CHP;1980;Gas;878.30;58.244.900;68.445.300
WRI1003830;RUS;Togliatti;1960;Coal;620.00;53.547.200;49.453.900
WRI1003833;RUS;TPP Quadra;2011;Gas;116.90;51.766.000;36.138.900
WRI1003834;RUS;TPP-1;1955;Gas;313.00;54.840.200;56.091.000
WRI1003835;RUS;TPP-1  a generation facility of Ufimskaya TPP-4;1938;Gas;77.74;54.840.000;56.091.100
WRI1003836;RUS;TPP-2;1957;Gas;642.00;47.216.100;39.579.400
WRI1003837;RUS;TPP-3 (R.E. Klasson);1914;Gas;589.00;55.883.300;38.783.300
WRI1003839;RUS;Troitskaya GRES;1960;Coal;2234.00;54.036.900;61.647.200
WRI1003840;RUS;Tyumen CHP-1;1960;Gas;1417.00;57.086.700;65.626.900
WRI1003841;RUS;Tyupkildy Wind Farm;2001;Wind;2.20;54.576.700;54.248.300
WRI1003842;RUS;Ufimskaya TPP-2;1940;Gas;929.00;54.913.100;56.071.900
WRI1003843;RUS;Ulyanovsk TPP-1;1952;Gas;852.00;54.347.200;48.625.000
WRI1003844;RUS;Urengoy Mobile PP;NULL;Gas;72.00;66.092.200;76.734.100
WRI1003845;RUS;Urengoyskaya;2012;Gas;979.70;66.035.000;78.083.800
WRI1003846;RUS;Ust Illminsk (HPP);1974;Hydro;3840.00;57.968.300;102.695.800
WRI1003847;RUS;Ust Illminsk (TPP);1978;Coal;525.00;58.049.200;102.808.800
WRI1003849;RUS;Verkhnetagilskaya;1955;Gas;1062.15;57.355.600;59.960.300
WRI1003850;RUS;Vladivostok CHPP;NULL;Gas;497.00;43.100.300;131.972.800
WRI1003851;RUS;Vladmir Branch;1962;Gas;596.00;56.144.800;40.454.600
WRI1003852;RUS;Vologda CHP;2011;Gas;136.10;59.195.000;39.938.900
WRI1003853;RUS;Volzhskaya HPP;1952;Hydro;2671.00;48.824.400;44.676.700
WRI1003854;RUS;Vorkuta HPP-2;1955;Coal;270.00;67.610.600;64.081.400
WRI1003855;RUS;Vortkuta HPP-1;1942;Coal;25.00;67.500.000;64.018.100
WRI1003856;RUS;Votkinskaya HPP;1955;Hydro;1020.00;56.791.900;54.083.900
WRI1003858;RUS;Yaroslavl TPP-1;1934;Gas;850.00;57.550.600;39.771.100
WRI1003859;RUS;Yavinskaya GRES;1956;Gas;1025.00;59.337.800;57.246.100
WRI1003860;RUS;Yoshkar-Ola CHPP-2;1984;Gas;195.00;56.632.200;47.872.200
WRI1003861;RUS;Yumaguzinskaya HPP;2004;Hydro;45.00;52.956.400;56.414.700
WRI1003862;RUS;Yuzhnaya Tets;1978;Gas;1207.00;59.827.600;30.451.200
WRI1003864;RUS;Yuzhnouralskaya 2;2014;Gas;1591.50;54.455.700;61.232.500
WRI1003865;RUS;Zagorskaya PSPP;NULL;Hydro;1200.00;56.482.200;38.185.600
WRI1003866;RUS;Zakamskaya;1936;Gas;69.00;58.077.200;55.770.600
WRI1003868;RUS;Zauralskaya TPP;2004;Gas;15.00;52.726.400;58.707.200
WRI1003869;RUS;Zeyskaya HPP;NULL;Hydro;1330.00;53.769.800;127.305.400
WRI1003870;RUS;Zhigulevskaya HPP;1950;Hydro;2467.00;53.426.500;49.479.400
WRI1004023;CHE;Aarau Stadt;NULL;Hydro;16.93;47.392.500;8.044.200
WRI1004024;CHE;Aarberg;1968;Hydro;15.20;47.037.800;7.272.000
WRI1004029;CHE;Ackersand 1;1909;Hydro;29.20;46.238.900;7.874.700
WRI1004031;CHE;Airolo;1947;Hydro;60.00;46.528.500;8.608.800
WRI1004032;CHE;Albbruck;1933;Hydro;84.90;47.590.800;8.129.500
WRI1004033;CHE;Albbruck-Wehrkraftwerk;2009;Hydro;28.40;47.590.800;8.129.500
WRI1004036;CHE;Altendorf (Buchs);1928;Hydro;3.56;47.167.400;9.477.900
WRI1004039;CHE;Amsteg;1923;Hydro;120.00;46.771.300;8.669.600
WRI1004041;CHE;Amsteg-Regulierzentrale;1998;Hydro;1.73;46.771.300;8.669.600
WRI1004044;CHE;Ardon;1960;Hydro;52.00;46.210.600;7.257.800
WRI1004046;CHE;Arniberg;1910;Hydro;13.00;46.771.300;8.669.600
WRI1004051;CHE;Augst;1912;Hydro;35.00;47.535.600;7.714.700
WRI1004059;CHE;Bannwil;1970;Hydro;28.50;47.234.000;7.731.000
WRI1004063;CHE;Bassecourt;1920;Hydro;1.03;47.338.300;7.244.900
WRI1004065;CHE;Bavona;1966;Hydro;140.00;46.411.400;8.617.400
WRI1004069;CHE;Beznau;1902;Hydro;19.50;47.552.500;8.228.600
WRI1004070;CHE;Beznau-Wehrkraftwerk;2001;Hydro;6.20;47.552.500;8.228.600
WRI1004071;CHE;Biasca;1959;Hydro;324.00;46.333.500;8.979.800
WRI1004072;CHE;Biaschina;1966;Hydro;141.00;46.372.000;8.916.100
WRI1004074;CHE;Bieudron;1999;Hydro;1285.00;46.185.500;7.251.200
WRI1004078;CHE;Bitsch (Biel);1969;Hydro;340.00;46.333.600;8.008.600
WRI1004083;CHE;Bocki 1;1931;Hydro;8.70;46.818.800;8.650.500
WRI1004091;CHE;Bremgarten-Zufikon;1975;Hydro;20.00;47.351.100;8.342.100
WRI1004106;CHE;Campo Vallemaggia;2002;Hydro;1.28;46.288.500;8.495.800
WRI1004107;CHE;Campocologno 1;1907;Hydro;50.00;46.233.400;10.142.100
WRI1004108;CHE;Campocologno 2;1950;Hydro;1.62;46.233.400;10.142.100
WRI1004109;CHE;Castasegna;1959;Hydro;100.00;46.333.900;9.517.900
WRI1004111;CHE;Cavergno;1955;Hydro;114.00;46.345.200;8.606.200
WRI1004112;CHE;Cerentino;2004;Hydro;1.38;46.305.300;8.553.900
WRI1004113;CHE;Ceresa 1;1950;Hydro;2.00;46.477.000;8.801.300
WRI1004118;CHE;Champsec;1930;Hydro;8.70;46.058.100;7.243.000
WRI1004119;CHE;Chancy-Pougny;1925;Hydro;54.00;46.160.400;5.976.600
WRI1004128;CHE;Châtelard-Vallorcine;1978;Hydro;260.50;46.061.500;6.958.600
WRI1004136;CHE;Croix;1957;Hydro;66.00;46.308.700;7.435.600
WRI1004138;CHE;Dallenwil;1962;Hydro;18.24;46.924.200;8.387.900
WRI1004143;CHE;Dietikon;1933;Hydro;2.94;47.401.700;8.400.100
WRI1004149;CHE;Eglisau;1920;Hydro;46.90;47.574.800;8.473.300
WRI1004166;CHE;Etzelwerk Altendorf;1937;Hydro;135.00;47.163.100;8.784.800
WRI1004170;CHE;Felsen;NULL;Hydro;1.45;47.090.600;9.343.000
WRI1004171;CHE;Felsenau;1909;Hydro;11.50;46.968.800;7.439.100
WRI1004176;CHE;Fieschertal;1975;Hydro;64.00;46.422.000;8.145.400
WRI1004177;CHE;Filisur;1967;Hydro;65.00;46.672.100;9.688.000
WRI1004178;CHE;Fionnay (Dixence);1957;Hydro;306.00;46.073.100;7.403.400
WRI1004179;CHE;Fionnay (Mauvoisin);1958;Hydro;140.00;46.157.300;7.209.200
WRI1004187;CHE;Fuhren (Gental)  Innertkirchen;1961;Hydro;10.30;46.727.200;8.333.700
WRI1004189;CHE;Gabi;1957;Hydro;11.33;46.188.200;8.070.200
WRI1004198;CHE;Giessen;NULL;Hydro;1.90;47.189.200;8.996.400
WRI1004199;CHE;Giumaglio;1967;Hydro;8.94;46.274.300;8.682.100
WRI1004203;CHE;Gondo;1952;Hydro;46.00;46.196.100;8.150.500
WRI1004204;CHE;Gordola;1965;Hydro;132.50;46.182.500;8.857.300
WRI1004209;CHE;Grimsel 1 (Grimselsee);1974;Hydro;32.50;46.565.400;8.327.800
WRI1004210;CHE;Grimsel 1 (Oberaarsee);1954;Hydro;35.30;46.565.400;8.327.800
WRI1004211;CHE;Grimsel 2;1981;Hydro;348.00;46.565.400;8.327.800
WRI1004212;CHE;Grono;1965;Hydro;37.50;46.246.800;9.149.300
WRI1004216;CHE;Gurtnellen;1900;Hydro;6.60;46.740.100;8.624.700
WRI1004217;CHE;Hackeren;2003;Hydro;1.20;46.836.500;8.042.300
WRI1004220;CHE;Hagneck 1 (M3 M4 u. M5);1900;Hydro;12.70;47.132.400;7.244.100
WRI1004222;CHE;Handeck 1;1932;Hydro;100.00;46.616.700;8.307.700
WRI1004224;CHE;Handeck 3 (Isogyre);1976;Hydro;55.00;46.617.000;8.306.300
WRI1004232;CHE;Hinterthal (Muota);1960;Hydro;8.80;46.976.800;8.765.000
WRI1004237;CHE;Hospental;1902;Hydro;2.00;46.619.600;8.569.800
WRI1004243;CHE;Ilanz 2;1992;Hydro;49.50;46.774.100;9.204.600
WRI1004250;CHE;Innertkirchen 2;1967;Hydro;62.00;46.708.600;8.226.000
WRI1004254;CHE;Isenthal (Bolzbach);1955;Hydro;12.00;46.882.000;8.616.100
WRI1004260;CHE;Kallnach;1913;Hydro;8.30;47.020.300;7.235.500
WRI1004263;CHE;Kandergrund;1911;Hydro;19.00;46.549.600;7.660.400
WRI1004264;CHE;Kandersteg (Dorf);1996;Hydro;1.03;46.494.700;7.673.300
WRI1004266;CHE;Kandersteg (Zilfuri);1903;Hydro;1.50;46.494.700;7.673.300
WRI1004271;CHE;Kernkraftwerk Beznau;NULL;Nuclear;760.00;47.552.000;8.228.100
WRI1004272;CHE;Kernkraftwerk Gösgen;1979;Nuclear;1035.00;47.365.600;7.968.000
WRI1004273;CHE;Kernkraftwerk Leibstadt;1984;Nuclear;1245.00;47.601.200;8.184.500
WRI1004274;CHE;Kernkraftwerk Mühleberg;1972;Nuclear;390.00;46.968.900;7.268.400
WRI1004275;CHE;Kleintal (Isenthal);1959;Hydro;1.18;46.882.000;8.616.100
WRI1004276;CHE;Klingnau;1935;Hydro;42.60;47.609.700;8.237.500
WRI1004278;CHE;Klusi;1946;Hydro;1.30;46.666.700;7.533.300
WRI1004285;CHE;La Dernier;1903;Hydro;28.00;46.712.600;6.378.900
WRI1004287;CHE;La Goule;NULL;Hydro;5.60;47.152.800;6.996.900
WRI1004290;CHE;La Peuffeyre;1927;Hydro;24.00;46.252.100;7.011.400
WRI1004294;CHE;Ladral;1973;Hydro;5.10;46.773.700;9.108.500
WRI1004299;CHE;Laufenburg;1914;Hydro;110.00;47.559.800;8.062.200
WRI1004300;CHE;Lavey;1950;Hydro;90.00;46.221.300;7.014.800
WRI1004302;CHE;Le Chalet;NULL;Hydro;2.60;46.236.400;7.026.900
WRI1004309;CHE;Les Moyats;NULL;Hydro;1.60;46.955.900;6.747.800
WRI1004311;CHE;Lessoc;1973;Hydro;8.56;46.504.800;7.062.100
WRI1004312;CHE;Letten;NULL;Hydro;5.00;47.366.700;8.550.000
WRI1004313;CHE;Leuggelbach;1930;Hydro;1.00;46.976.300;9.045.900
WRI1004315;CHE;Limmern;2016;Hydro;1000.00;46.848.900;9.011.800
WRI1004316;CHE;Linthal (Limmern);1964;Hydro;34.40;46.848.900;9.011.800
WRI1004319;CHE;Linthkraft  Netstal;1923;Hydro;1.42;47.062.000;9.055.300
WRI1004328;CHE;Lostallo;1958;Hydro;25.00;46.313.000;9.196.700
WRI1004330;CHE;Luchsingen;1940;Hydro;3.50;46.966.400;9.037.100
WRI1004341;CHE;Martigny-Bourg;1908;Hydro;22.00;46.090.600;7.063.700
WRI1004342;CHE;Martina;1994;Hydro;84.00;46.884.200;10.462.700
WRI1004343;CHE;Massaboden;NULL;Hydro;7.20;46.350.000;7.966.700
WRI1004344;CHE;Matte;NULL;Hydro;1.16;46.948.100;7.447.400
WRI1004347;CHE;Mels (KW Stoffel);1931;Hydro;3.30;47.045.600;9.423.200
WRI1004354;CHE;Montbovon;NULL;Hydro;31.00;46.488.200;7.043.700
WRI1004355;CHE;Montcherand;1908;Hydro;15.50;46.733.600;6.508.200
WRI1004357;CHE;Monthey (Tine);1963;Hydro;9.80;46.255.500;6.960.700
WRI1004375;CHE;Mulin;1907;Hydro;1.60;46.742.900;8.987.200
WRI1004385;CHE;Nendaz;1960;Hydro;392.00;46.182.200;7.248.000
WRI1004391;CHE;Neuewelt;1998;Hydro;1.07;47.523.300;7.617.500
WRI1004396;CHE;Niederried;1963;Hydro;15.00;47.003.100;7.241.000
WRI1004400;CHE;Oberems (Argessa);1926;Hydro;8.20;46.281.500;7.695.300
WRI1004402;CHE;Obermatt;1905;Hydro;31.95;46.870.200;8.374.400
WRI1004403;CHE;Obermatt-Nebenzentrale;1963;Hydro;1.97;46.870.200;8.374.400
WRI1004404;CHE;Oberrickenbach;1937;Hydro;8.70;46.887.700;8.417.300
WRI1004407;CHE;Olivone;1962;Hydro;102.00;46.529.600;8.943.600
WRI1004417;CHE;Peccia (Sambuco);1955;Hydro;54.00;46.407.600;8.647.700
WRI1004419;CHE;Perlen 1 (WTA HF);NULL;Hydro;1.00;47.109.400;8.362.000
WRI1004420;CHE;Perlen 2 (WTA PF);NULL;Hydro;1.15;47.109.400;8.362.000
WRI1004425;CHE;Pintrun;1944;Hydro;6.48;46.739.500;8.828.700
WRI1004426;CHE;Piottino;1932;Hydro;72.90;46.442.600;8.839.500
WRI1004432;CHE;Plons;1948;Hydro;4.50;47.045.600;9.423.200
WRI1004433;CHE;Pont de la Tine;1913;Hydro;10.60;46.225.300;7.303.700
WRI1004436;CHE;Ponte Brolla;1904;Hydro;3.10;46.187.900;8.749.100
WRI1004437;CHE;Pradella;1970;Hydro;300.00;46.805.000;10.332.700
WRI1004439;CHE;Pravizin 1 (Bruggwiti);1901;Hydro;5.00;47.090.600;9.343.000
WRI1004450;CHE;Realta;1949;Hydro;26.00;46.682.600;9.315.700
WRI1004451;CHE;Reckingen;1941;Hydro;39.50;46.469.900;8.241.600
WRI1004453;CHE;Reichenau;1962;Hydro;19.06;46.533.300;9.200.000
WRI1004454;CHE;Rempen;1926;Hydro;66.24;47.138.500;8.897.400
WRI1004459;CHE;Riddes;1956;Hydro;258.00;46.172.800;7.223.600
WRI1004461;CHE;Risi;1925;Hydro;4.50;47.099.800;9.064.100
WRI1004462;CHE;Ritom;1920;Hydro;44.00;46.513.600;8.678.300
WRI1004486;CHE;Safien Platz;1957;Hydro;90.00;46.682.600;9.315.700
WRI1004489;CHE;Sahli (Glattalp);1970;Hydro;9.30;46.915.700;8.884.200
WRI1004491;CHE;Sainte - Anne;1999;Hydro;2.90;46.540.300;7.086.100
WRI1004495;CHE;Sassello;1951;Hydro;20.80;46.235.100;9.126.200
WRI1004498;CHE;Schaffhausen;1964;Hydro;28.90;47.697.300;8.634.900
WRI1004504;CHE;Schlappin;1928;Hydro;6.10;46.950.000;9.750.000
WRI1004512;CHE;Sedrun 1;1968;Hydro;150.00;46.681.600;8.778.600
WRI1004515;CHE;Sella;1991;Hydro;1.93;46.528.500;8.608.800
WRI1004519;CHE;Seujet;1994;Hydro;8.70;46.204.200;6.135.500
WRI1004521;CHE;Siebnen;1926;Hydro;51.52;47.174.500;8.897.800
WRI1004531;CHE;Soazza;1961;Hydro;83.00;46.365.900;9.221.600
WRI1004537;CHE;Spiez;NULL;Hydro;18.66;46.684.700;7.691.100
WRI1004545;CHE;Stalden (Kloster);1941;Hydro;1.27;46.240.300;7.874.400
WRI1004546;CHE;Stalden (KWM);1965;Hydro;185.00;46.240.300;7.874.400
WRI1004547;CHE;Stalvedro (AET);1968;Hydro;14.00;46.513.600;8.678.300
WRI1004549;CHE;Stampa;1926;Hydro;5.00;46.015.600;8.945.300
WRI1004551;CHE;Stechelberg;1905;Hydro;4.30;46.543.100;7.901.500
WRI1004555;CHE;Strick;1912;Hydro;1.22;47.260.500;9.502.700
WRI1004557;CHE;Sublin 1;NULL;Hydro;10.61;46.252.100;7.011.400
WRI1004570;CHE;Tenero-Centrale di dotazione;1972;Hydro;4.25;46.181.400;8.851.000
WRI1004575;CHE;Thusis;1968;Hydro;4.60;46.697.200;9.439.400
WRI1004576;CHE;Ticinetto;1907;Hydro;2.90;46.422.600;8.843.100
WRI1004583;CHE;Tinizong;1954;Hydro;69.50;46.582.400;9.617.300
WRI1004590;CHE;Trempel;1925;Hydro;1.80;47.247.600;9.170.500
WRI1004595;CHE;Turgi;1902;Hydro;1.00;47.492.000;8.254.100
WRI1004597;CHE;Turtmann;1925;Hydro;23.90;46.301.500;7.702.000
WRI1004599;CHE;Unteraa (Lungerersee);1921;Hydro;54.00;46.833.300;8.180.600
WRI1004600;CHE;Unteraa (Melchaa);2012;Hydro;12.00;46.833.300;8.180.600
WRI1004610;CHE;Valeis;1982;Hydro;1.20;47.032.600;9.434.100
WRI1004612;CHE;Verbano 1;1953;Hydro;119.00;46.120.100;8.711.800
WRI1004614;CHE;Verbois;1943;Hydro;102.80;46.192.700;6.028.100
WRI1004615;CHE;Vernayaz (CFF);1927;Hydro;92.00;46.136.700;7.039.100
WRI1004620;CHE;Vissoie;1958;Hydro;50.00;46.216.300;7.585.400
WRI1004634;CHE;Wernisberg;1966;Hydro;20.40;47.011.000;8.645.400
WRI1004635;CHE;Wettingen;1933;Hydro;25.35;47.470.500;8.316.400
WRI1004636;CHE;Wettingen-Dotierzentrale;2007;Hydro;2.10;47.470.500;8.316.400
WRI1004642;CHE;Windisch;NULL;Hydro;1.59;47.479.000;8.218.400
WRI1004644;CHE;Wolfenschiessen;1945;Hydro;6.60;46.903.200;8.394.200
WRI1004648;CHE;Wynau;1996;Hydro;12.00;47.255.700;7.816.300
WRI1004650;CHE;Zermeiggern;1966;Hydro;74.00;46.082.400;7.957.200
WRI1004651;CHE;Zervreila;1958;Hydro;22.00;46.612.800;9.177.900
WRI1005096;UKR;Dobrotvir power station;1962;Coal;500.00;50.213.300;24.375.000
WRI1005097;UKR;Burshtyn power station;1979;Coal;2334.00;49.210.400;24.666.500
WRI1005098;UKR;Ladyzhyn power station;1971;Coal;1800.00;48.706.000;29.220.200
WRI1005099;UKR;Trypilska;1970;Coal;1800.00;50.134.400;30.746.800
WRI1005100;UKR;Kryvorizka power station;1967;Coal;1764.00;47.543.200;33.658.300
WRI1005101;UKR;Zaporizhia power station;1972;Coal;2825.00;47.508.900;34.625.300
WRI1005102;UKR;Prydniprovska power station;1963;Coal;1195.00;48.405.200;35.113.500
WRI1005103;UKR;Zmiivska power station;1965;Coal;2425.00;49.585.300;36.523.600
WRI1005104;UKR;Kurakhov power station;1973;Coal;1517.00;47.994.400;37.240.200
WRI1005105;UKR;Starobeshivska;NULL;Coal;1775.00;47.799.700;38.006.100
WRI1005106;UKR;Zuevskaya power station;1985;Coal;1290.00;48.033.200;38.288.700
WRI1005107;UKR;Vuglegirska power station;1973;Coal;3600.00;48.465.200;38.202.700
WRI1005108;UKR;Mironovskaya;NULL;Coal;815.00;48.340.700;38.404.900
WRI1005109;UKR;Slavyansk power station;1968;Coal;600.00;48.872.000;37.765.700
WRI1005110;UKR;Luhanska;1965;Coal;1210.00;48.747.800;39.262.400
WRI1005111;UKR;Khmelnytska;NULL;Nuclear;2000.00;50.302.400;26.647.300
WRI1005112;UKR;Rivne (Rouno);NULL;Nuclear;2835.00;51.324.500;25.897.400
WRI1005113;UKR;South Ukraine;NULL;Nuclear;3000.00;47.812.000;31.220.000
WRI1005114;UKR;Zaporozhye;NULL;Nuclear;6000.00;47.511.900;34.586.300
WRI1005115;UKR;Dniester;NULL;Hydro;702.00;48.513.600;27.473.300
WRI1005116;UKR;Dniester (pumped storage);NULL;Hydro;648.00;48.513.600;27.473.300
WRI1005117;UKR;Tashlyk;NULL;Hydro;313.00;47.796.800;31.181.100
WRI1005118;UKR;Kakhovka;NULL;Hydro;343.00;46.778.600;33.369.700
WRI1005119;UKR;Dniprodzerzhynsk;NULL;Hydro;357.00;48.548.500;34.541.000
WRI1005120;UKR;Dneipro HPP 2;NULL;Hydro;1538.00;47.867.500;35.089.700
WRI1005121;UKR;Kremenchug;NULL;Hydro;625.00;49.074.800;33.253.100
WRI1005122;UKR;Kaniv;NULL;Hydro;528.00;49.766.500;31.471.700
WRI1005123;UKR;Kiev;NULL;Hydro;440.00;50.588.300;30.511.800
WRI1005124;UKR;Kiev (pumped storage);NULL;Hydro;235.00;50.611.300;30.490.200
WRI1005125;UKR;Kiev CHP-5;NULL;Gas;1200.00;50.532.000;30.662.500
WRI1005126;UKR;Karkov CHP-5;NULL;Gas;540.00;49.971.900;36.107.000
WRI1005149;AUT;Abwinden-Asten;1980;Hydro;168.00;48.248.000;14.430.500
WRI1005150;AUT;Altenmarkt;1960;Hydro;26.00;46.766.700;15.550.000
WRI1005153;AUT;Arnstein;1925;Hydro;30.00;47.016.700;15.166.700
WRI1005154;AUT;Aschach;1964;Hydro;287.00;48.385.300;14.023.000
WRI1005155;AUT;Bischofshofen;1986;Hydro;16.00;47.407.000;13.220.500
WRI1005159;AUT;Braunau-Simbach;1954;Hydro;100.00;48.244.000;13.006.000
WRI1005160;AUT;Dionysen;1949;Hydro;16.00;47.416.700;15.283.300
WRI1005164;AUT;Ering-Frauenstein;1943;Hydro;72.00;48.219.400;13.160.000
WRI1005165;AUT;Erzbach;1986;Hydro;1.00;47.600.000;14.733.300
WRI1005166;AUT;Feistritz-Ludmannsdorf;1968;Hydro;88.00;46.534.700;14.171.200
WRI1005167;AUT;Ferlach Maria Rain;1975;Hydro;75.00;46.546.200;14.298.500
WRI1005168;AUT;Fisching;1994;Hydro;22.00;47.166.700;14.733.300
WRI1005169;AUT;Friesach;1998;Hydro;12.00;47.166.700;15.333.300
WRI1005170;AUT;Funsingau;1968;Hydro;25.00;47.235.400;12.058.300
WRI1005171;AUT;Gabersdorf;1974;Hydro;14.00;46.777.200;15.584.200
WRI1005174;AUT;Gerlos;1949;Hydro;200.00;47.234.200;11.899.700
WRI1005177;AUT;Gratkorn;NULL;Hydro;11.00;47.133.300;15.350.000
WRI1005179;AUT;Greifenstein;1985;Hydro;293.00;48.355.300;16.242.400
WRI1005185;AUT;Hieflau;NULL;Hydro;63.00;47.600.000;14.733.300
WRI1005186;AUT;Hieflau-Erzbach;1956;Hydro;1.00;47.600.000;14.733.300
WRI1005188;AUT;Jochenstein;1956;Hydro;132.00;48.518.400;13.707.600
WRI1005190;AUT;Kaprun main stage;1953;Hydro;240.00;47.259.100;12.738.900
WRI1005191;AUT;Kaprun Limberg II;2011;Hydro;480.00;47.198.500;12.722.300
WRI1005192;AUT;Kaprun Oberstufe;1956;Hydro;113.00;47.196.800;12.719.200
WRI1005193;AUT;Kellerberg;1985;Hydro;25.00;46.670.000;13.688.600
WRI1005194;AUT;Klammsee;1947;Hydro;1.00;47.259.100;12.738.900
WRI1005195;AUT;Klaus;1975;Hydro;20.00;47.831.400;14.157.200
