id_plant;id_country;name;commissioning_year;primary_fuel;capacity_mw;latitude;longitude
AUS0000056;AUS;Invicta Sugar Mill;NULL;Biomass;150.00;-19.516.700;147.106.500
AUS0000057;AUS;Wivenhoe;NULL;Hydro;4.70;-27.395.200;152.609.200
AUS0000058;AUS;Terminal Storage;NULL;Hydro;2.50;-34.839.300;138.711.200
AUS0000059;AUS;Suncoast Gold Macadamia;NULL;Biomass;1.50;-26.226.100;152.698.100
AUS0000060;AUS;Rocky Point Sugar Sugar Mill;NULL;Biomass;30.00;-27.733.400;153.327.600
AUS0000061;AUS;Mount Millar Wind Farm;NULL;Wind;70.00;-33.625.500;136.703.900
AUS0000062;AUS;Lake Bonney Stage 2 Wind Farm;NULL;Wind;159.00;-37.814.900;140.419.500
AUS0000063;AUS;Cathedral Rocks Wind Farm;NULL;Wind;66.00;-34.850.900;135.585.200
AUS0000064;AUS;Canunda Wind Farm;NULL;Wind;46.00;-37.760.300;140.403.300
AUS0000065;AUS;Albany Wind Farm;NULL;Wind;21.60;-35.064.100;117.797.700
AUS0000066;AUS;Wyndham;NULL;Waste;1.00;-37.937.500;144.590.200
AUS0000067;AUS;Wollert;NULL;Waste;6.74;-37.583.000;145.048.700
AUS0000068;AUS;Whitwood Road;NULL;Waste;1.00;-27.659.000;152.823.700
AUS0000069;AUS;Toora Wind Farm;NULL;Wind;21.00;-38.645.100;146.344.100
AUS0000070;AUS;Ti Tree Bioenergy;NULL;Waste;3.30;-27.680.200;152.659.300
AUS0000071;AUS;Springvale;NULL;Waste;4.20;-37.973.300;145.139.600
AUS0000072;AUS;Roghan Road;NULL;Waste;2.00;-27.338.800;153.034.400
AUS0000073;AUS;Rochedale;NULL;Waste;4.00;-27.559.100;153.123.600
AUS0000074;AUS;Plane Creek Sugar Mill;NULL;Biomass;14.00;-21.428.200;149.215.900
AUS0000075;AUS;Loy Yang B;NULL;Coal;1000.00;-38.256.400;146.586.400
AUS0000076;AUS;Hume;NULL;Hydro;70.00;-36.106.600;147.032.600
AUS0000077;AUS;Hallam Road;NULL;Waste;8.98;-38.053.500;145.269.900
AUS0000078;AUS;Browns Plains;NULL;Waste;2.20;-27.672.100;153.066.300
AUS0000079;AUS;Brooklyn;NULL;Waste;2.83;-37.818.000;144.831.900
AUS0000080;AUS;Berwick;NULL;Waste;7.20;-38.119.700;145.266.500
AUS0000081;AUS;Bairnsdale;NULL;Gas;94.00;-37.842.900;147.563.900
AUS0000082;AUS;Broadmeadows;NULL;Waste;12.20;-37.687.800;144.966.300
AUS0000083;AUS;Claytons;NULL;Waste;11.00;-37.950.200;145.118.700
AUS0000084;AUS;Eildon;NULL;Hydro;120.00;-37.222.000;145.921.500
AUS0000085;AUS;Energy Brix;NULL;Coal;195.00;-38.254.600;146.413.700
AUS0000086;AUS;Lake Glenmaggie;NULL;Hydro;4.00;-37.904.700;146.801.100
AUS0000087;AUS;Hazelwood;NULL;Coal;1600.00;-38.273.100;146.392.300
AUS0000088;AUS;Jeeralang A;NULL;Gas;204.00;-38.275.300;146.426.300
AUS0000089;AUS;Jeeralang B;NULL;Gas;228.00;-38.274.600;146.424.900
AUS0000090;AUS;Laverton North;NULL;Gas;312.00;-37.841.600;144.788.700
AUS0000091;AUS;Longford;NULL;Gas;31.00;-38.223.600;147.165.700
AUS0000092;AUS;Loy Yang A;NULL;Coal;2180.00;-38.253.600;146.574.600
AUS0000093;AUS;Mornington;NULL;Waste;1.00;-38.391.600;144.855.300
AUS0000094;AUS;Newport;NULL;Gas;500.00;-37.841.500;144.894.200
AUS0000095;AUS;Rubicon;NULL;Hydro;13.55;-37.327.200;145.860.500
AUS0000096;AUS;Somerton;NULL;Gas;160.00;-37.631.800;144.953.100
AUS0000097;AUS;Symex Port Melbourne;NULL;Gas;5.90;-37.829.800;144.944.400
AUS0000098;AUS;Valley (Peaking Facility);NULL;Gas;300.00;-38.253.600;146.589.200
AUS0000099;AUS;Lake William Hovell;NULL;Hydro;2.00;-36.912.900;146.392.100
AUS0000100;AUS;Yallourn;NULL;Coal;1480.00;-38.177.000;146.342.800
AUS0000101;AUS;Yarrawonga;NULL;Hydro;9.00;-36.009.400;145.999.500
AUS0000102;AUS;Bogong (Mount Beauty Hydro Scheme);NULL;Hydro;300.00;-36.805.500;147.228.000
AUS0000103;AUS;Clover;NULL;Hydro;30.00;-36.785.300;147.220.500
AUS0000104;AUS;McKay Creek (Mount Beauty Hydro Scheme);NULL;Hydro;150.00;-36.858.400;147.234.500
AUS0000105;AUS;West Kiewa (Mount Beauty Hydro Scheme);NULL;Hydro;62.00;-36.760.100;147.186.000
AUS0000106;AUS;Murray 2;NULL;Hydro;552.00;-36.242.300;148.136.200
AUS0000107;AUS;Murray 1;NULL;Hydro;950.00;-36.246.700;148.190.100
AUS0000108;AUS;Mortlake;NULL;Gas;566.00;-38.063.200;142.667.500
AUS0000109;AUS;Dartmouth (Mount Beauty Hydro Scheme);NULL;Hydro;150.00;-36.556.400;147.520.600
AUS0000110;AUS;Cape Sir William Grant Wind Farm;NULL;Wind;54.00;-38.397.600;141.620.900
AUS0000111;AUS;Cape Nelson South Wind Farm;NULL;Wind;44.00;-38.412.000;141.543.000
AUS0000112;AUS;Cape Nelson North Wind Farm;NULL;Wind;22.00;-38.367.600;141.543.000
AUS0000113;AUS;Ballarat Base Hospital;NULL;Gas;3.00;-37.559.600;143.846.900
AUS0000114;AUS;Anglesea;NULL;Coal;165.00;-38.386.100;144.182.800
AUS0000115;AUS;Remount;NULL;Waste;2.20;-41.395.000;147.155.400
AUS0000116;AUS;Wayatinah;NULL;Hydro;38.30;-42.427.200;146.534.700
AUS0000117;AUS;Tungatinah;NULL;Hydro;125.00;-42.296.700;146.456.500
AUS0000118;AUS;Tods Corner;NULL;Hydro;1.70;-41.970.700;146.793.800
AUS0000119;AUS;Tarraleah;NULL;Hydro;90.00;-42.301.200;146.457.200
AUS0000120;AUS;Repulse;NULL;Hydro;28.00;-42.507.700;146.647.000
AUS0000121;AUS;Poatina;NULL;Hydro;100.00;-41.811.500;146.919.200
AUS0000122;AUS;Meadowbank;NULL;Hydro;40.00;-42.611.200;146.845.700
AUS0000123;AUS;Liapootah;NULL;Hydro;87.30;-42.376.300;146.509.900
AUS0000124;AUS;Lake Echo;NULL;Hydro;32.40;-42.253.700;146.620.700
AUS0000125;AUS;Cluny;NULL;Hydro;17.00;-42.506.400;146.681.200
AUS0000126;AUS;Catagunya;NULL;Hydro;48.00;-42.452.400;146.597.700
AUS0000127;AUS;Butlers Gorge;NULL;Hydro;14.40;-42.266.900;146.261.800
AUS0000128;AUS;Tribute;NULL;Hydro;82.80;-41.812.900;145.653.800
AUS0000129;AUS;Rowallan;NULL;Hydro;10.50;-41.729.500;146.217.600
AUS0000130;AUS;Paloona;NULL;Hydro;28.00;-41.282.600;146.249.000
AUS0000131;AUS;Lower Lake Margaret;NULL;Hydro;3.20;-42.014.700;145.526.100
AUS0000132;AUS;Lemonthyme;NULL;Hydro;81.60;-41.603.800;146.139.000
AUS0000133;AUS;Upper Lake Margaret;NULL;Hydro;8.40;-42.004.600;145.543.700
AUS0000134;AUS;John Butters;NULL;Hydro;144.00;-42.154.800;145.534.500
AUS0000135;AUS;Fisher;NULL;Hydro;43.20;-41.673.200;146.268.700
AUS0000136;AUS;Devils Gate;NULL;Hydro;60.00;-41.350.500;146.263.200
AUS0000137;AUS;Bastyan;NULL;Hydro;79.90;-41.736.000;145.532.100
AUS0000138;AUS;Tamar Valley;NULL;Gas;390.00;-41.140.100;146.903.600
AUS0000139;AUS;Bell Bay (Bell Bay Three);NULL;Gas;115.00;-41.142.900;146.903.000
AUS0000140;AUS;Wilmot;NULL;Hydro;81.60;-41.483.300;146.125.100
AUS0000141;AUS;Reece;NULL;Hydro;238.00;-41.723.800;145.135.900
AUS0000142;AUS;Mackintosh;NULL;Hydro;79.90;-41.699.700;145.646.100
AUS0000143;AUS;Gordon;NULL;Hydro;432.00;-42.740.500;145.982.800
AUS0000144;AUS;Cethana;NULL;Hydro;85.00;-41.478.700;146.134.900
AUS0000145;AUS;Inkerman Sugar Mill;NULL;Biomass;10.50;-19.642.200;147.401.600
AUS0000146;AUS;Mackay;NULL;Gas;30.00;-21.144.600;149.159.100
AUS0000147;AUS;Roma;NULL;Gas;80.00;-26.577.200;148.840.200
AUS0000149;AUS;Swanbank E;NULL;Gas;385.00;-27.655.400;152.817.900
AUS0000150;AUS;Wivenhoe Hydroelectric;NULL;Hydro;500.00;-27.372.200;152.632.000
AUS0000151;AUS;Barron Gorge;NULL;Hydro;60.00;-16.850.200;145.646.500
AUS0000152;AUS;Braemar 1;NULL;Gas;504.00;-27.110.900;150.905.300
AUS0000153;AUS;Braemar 2;NULL;Gas;519.00;-27.112.800;150.904.900
AUS0000154;AUS;Condamine A;NULL;Gas;144.00;-26.668.200;150.270.000
AUS0000155;AUS;Daandine;NULL;Gas;33.00;-27.086.300;150.943.000
AUS0000156;AUS;Darling Downs;NULL;Gas;644.00;-27.116.900;150.894.200
AUS0000157;AUS;German Creek;NULL;Gas;45.20;-22.928.100;148.551.500
AUS0000158;AUS;Gladstone;NULL;Coal;1680.00;-23.850.800;151.218.700
AUS0000159;AUS;Isis Central Sugar Mill;NULL;Biomass;25.00;-25.194.000;152.208.600
AUS0000160;AUS;Kalamia Sugar Mill;NULL;Biomass;9.00;-19.522.300;147.415.200
AUS0000161;AUS;Kareeya;NULL;Hydro;88.00;-17.767.000;145.577.900
AUS0000162;AUS;Kogan Creek;NULL;Coal;744.00;-26.917.700;150.749.300
AUS0000163;AUS;Millmerran;NULL;Coal;856.00;-27.961.500;151.278.900
AUS0000164;AUS;Moranbah;NULL;Gas;12.56;-21.985.100;148.024.600
AUS0000165;AUS;Mount Stuart;NULL;Oil;423.00;-19.338.000;146.851.200
AUS0000166;AUS;Oakey;NULL;Gas;282.00;-27.418.300;151.679.700
AUS0000167;AUS;Oaky Creek;NULL;Gas;20.00;-22.987.800;148.581.700
AUS0000168;AUS;Stanwell;NULL;Coal;1460.00;-23.509.700;150.319.500
AUS0000169;AUS;Tarong (Oil);NULL;Oil;15.00;-26.785.800;151.917.200
AUS0000170;AUS;Tarong North;NULL;Coal;443.00;-26.775.800;151.914.600
AUS0000171;AUS;Tarong;NULL;Coal;1400.00;-26.782.400;151.915.300
AUS0000172;AUS;Townsville;NULL;Gas;220.00;-19.201.100;146.618.700
AUS0000173;AUS;Yarwun;NULL;Gas;154.00;-23.830.600;151.151.900
AUS0000174;AUS;Macknade Sugar Mill;NULL;Biomass;8.00;-18.589.000;146.258.000
AUS0000175;AUS;Victoria Sugar Mill;NULL;Biomass;24.00;-18.650.800;146.201.600
AUS0000176;AUS;Callide C;NULL;Coal;840.00;-24.344.900;150.618.200
AUS0000177;AUS;Callide B;NULL;Coal;700.00;-24.344.900;150.619.700
AUS0000178;AUS;Callide A;NULL;Coal;30.00;-24.334.000;150.628.000
AUS0000179;AUS;Collinsville;NULL;Coal;190.00;-20.544.700;147.804.900
AUS0000180;AUS;Broome;NULL;Gas;39.60;-17.981.000;122.204.600
AUS0000181;AUS;Burrup Peninsula (Karratha Gas Plant);NULL;Gas;240.00;-20.628.600;116.782.100
AUS0000182;AUS;Burrup Peninsula (Pluto Phase 1);NULL;Gas;160.00;-20.593.700;116.780.200
AUS0000183;AUS;Cockburn;NULL;Gas;240.00;-32.200.100;115.773.700
AUS0000184;AUS;Collie (Bluewaters);NULL;Coal;416.00;-33.331.000;116.229.000
AUS0000185;AUS;Dampier;NULL;Gas;120.00;-20.648.000;116.721.900
AUS0000186;AUS;Esperance;NULL;Gas;33.00;-33.876.200;121.899.800
AUS0000187;AUS;Geraldton;NULL;Gas;21.00;-28.770.100;114.648.500
AUS0000188;AUS;Kalgoorlie (Parkeston);NULL;Gas;110.00;-30.737.800;121.506.500
AUS0000189;AUS;Karratha;NULL;Gas;86.00;-20.762.600;116.837.500
AUS0000190;AUS;Kwinana (Alcoa Refinery);NULL;Gas;74.50;-32.194.600;115.779.700
AUS0000193;AUS;Kwinana Cogeneration;NULL;Gas;123.00;-32.222.500;115.766.100
AUS0000194;AUS;Kwinana;NULL;Gas;21.00;-32.197.000;115.775.900
AUS0000195;AUS;Kwinana High Efficiency Gas Turbine Plant;NULL;Gas;200.00;-32.197.300;115.775.400
AUS0000196;AUS;Kwinana NewGen;NULL;Gas;320.00;-32.202.000;115.772.800
AUS0000197;AUS;Kwinana Swift;NULL;Gas;120.00;-32.224.300;115.778.300
AUS0000198;AUS;Neerabup;NULL;Gas;330.00;-31.671.200;115.802.100
AUS0000199;AUS;Newman Iron Ore Mine;NULL;Gas;170.00;-23.344.300;119.708.600
AUS0000200;AUS;Pinjar;NULL;Gas;576.00;-31.556.800;115.820.400
AUS0000201;AUS;Pinjarra Bauxite Mine and Alumina Refinery;NULL;Gas;280.00;-32.647.300;115.946.900
AUS0000202;AUS;Ravensthorpe;NULL;Oil;56.00;-33.610.000;120.360.000
AUS0000203;AUS;Wagerup Bauxite Mine and Alumina Refinery;NULL;Gas;98.00;-32.914.500;115.917.000
AUS0000204;AUS;Wagerup;NULL;Gas;380.00;-32.916.000;115.918.600
AUS0000205;AUS;West Kalgoorlie;NULL;Oil;60.00;-30.780.600;121.423.400
AUS0000206;AUS;Port Hedland;NULL;Gas;126.00;-20.428.300;118.549.800
AUS0000207;AUS;Mount Magnet;NULL;Gas;1.90;-28.087.100;117.832.700
AUS0000208;AUS;Collie A;NULL;Coal;340.00;-33.342.200;116.261.200
AUS0000209;AUS;Kalgoorlie Nickel Smelter;NULL;Gas;42.00;-30.873.700;121.484.200
AUS0000210;AUS;Kambalda;NULL;Gas;42.00;-31.191.900;121.674.100
AUS0000211;AUS;Kemerton;NULL;Gas;260.90;-33.163.300;115.780.500
AUS0000212;AUS;Leinster Nickel Mine;NULL;Gas;59.00;-27.814.100;120.699.000
AUS0000213;AUS;Mount Keith Nickel Mine;NULL;Gas;112.00;-27.214.600;120.548.000
AUS0000214;AUS;Muja C;NULL;Coal;400.00;-33.446.000;116.306.200
AUS0000215;AUS;Muja D;NULL;Coal;454.00;-33.446.400;116.307.400
AUS0000216;AUS;Mungarra;NULL;Gas;112.00;-28.889.300;115.117.700
AUS0000217;AUS;Worsley Cogeneration;NULL;Gas;106.00;-33.236.500;116.063.700
AUS0000218;AUS;Yurralyi Maya (Karratha Seven Mile);NULL;Gas;180.00;-20.762.000;116.742.000
AUS0000219;AUS;Laverton (Granny Smith Gold Mine);NULL;Oil;30.60;-28.809.600;122.415.000
AUS0000220;AUS;Argyle Diamond Mine;NULL;Oil;32.00;-16.716.200;128.403.100
AUS0000221;AUS;Christmas Creek Iron Ore Mine;NULL;Oil;58.00;-22.399.000;119.732.000
AUS0000222;AUS;Jundee Gold Mine;NULL;Gas;21.00;-26.371.200;120.577.600
AUS0000223;AUS;Murrin Murrin (Nickel Mine);NULL;Gas;78.00;-28.923.800;121.329.300
AUS0000224;AUS;Ord River;NULL;Hydro;30.00;-16.120.100;128.738.300
AUS0000225;AUS;Plutonic Gold Mine;NULL;Gas;28.00;-25.311.000;119.450.800
AUS0000226;AUS;Sunrise Dam;NULL;Gas;28.40;-29.092.700;122.439.300
AUS0000227;AUS;Wiluna Gold Mine;NULL;Gas;21.00;-26.631.600;120.251.900
AUS0000228;AUS;Paraburdoo (Standby);NULL;Gas;20.00;-23.223.800;117.613.700
AUS0000229;AUS;Paraburdoo;NULL;Gas;155.00;-23.223.300;117.613.300
AUS0000230;AUS;Telfer Gold Mine;NULL;Gas;159.00;-21.712.900;122.209.100
AUS0000231;AUS;Amcor Gawler;NULL;Oil;4.00;-34.550.900;138.765.900
AUS0000232;AUS;Angaston;NULL;Oil;50.00;-34.503.400;139.024.600
AUS0000233;AUS;Dry Creek;NULL;Gas;156.00;-34.847.500;138.581.800
AUS0000234;AUS;Lonsdale;NULL;Oil;20.00;-35.109.700;138.491.000
AUS0000235;AUS;Osborne;NULL;Gas;180.00;-34.798.000;138.507.900
AUS0000236;AUS;Pedler Creek;NULL;Waste;3.00;-35.202.300;138.502.100
AUS0000237;AUS;Pelican Point;NULL;Gas;478.00;-34.765.000;138.505.300
AUS0000238;AUS;Port Lincoln;NULL;Oil;73.50;-34.700.300;135.804.400
AUS0000239;AUS;Quarantine;NULL;Gas;224.00;-34.779.300;138.522.400
AUS0000240;AUS;Torrens Island A;NULL;Gas;480.00;-34.806.800;138.521.300
AUS0000241;AUS;Torrens Island B;NULL;Gas;800.00;-34.805.200;138.522.600
AUS0000242;AUS;Wingfield I;NULL;Waste;5.00;-34.834.800;138.557.200
AUS0000243;AUS;Wingfield II;NULL;Waste;5.00;-34.832.100;138.548.900
AUS0000244;AUS;Ladbroke Grove;NULL;Gas;80.00;-37.456.700;140.782.700
AUS0000245;AUS;Snuggery;NULL;Gas;63.00;-37.664.600;140.415.600
AUS0000249;AUS;Mintaro;NULL;Gas;90.00;-33.903.100;138.738.300
AUS0000250;AUS;Hallett;NULL;Gas;228.30;-33.348.700;138.751.700
AUS0000251;AUS;Berrimah;NULL;Gas;10.00;-12.426.200;130.919.500
AUS0000252;AUS;Landfill Management Services Shoal Bay;NULL;Waste;1.10;-12.389.200;130.925.400
AUS0000253;AUS;Tennant Creek;NULL;Gas;16.70;-19.654.900;134.175.300
AUS0000254;AUS;Ron Goodin;NULL;Gas;44.60;-23.709.100;133.891.200
AUS0000255;AUS;Owen Springs;NULL;Gas;36.00;-23.863.600;133.825.500
AUS0000256;AUS;Brewer;NULL;Gas;8.50;-23.881.700;133.828.100
AUS0000257;AUS;Yulara;NULL;Gas;10.95;-25.232.300;130.991.200
AUS0000258;AUS;Pine Creek;NULL;Gas;34.76;-13.785.600;131.862.400
AUS0000259;AUS;Katherine;NULL;Gas;34.70;-14.458.700;132.244.500
AUS0000260;AUS;Weddell;NULL;Gas;86.00;-12.577.100;130.950.200
AUS0000261;AUS;Channel Island;NULL;Gas;310.00;-12.555.000;130.866.600
AUS0000262;AUS;Warrego;NULL;Gas;19.00;-19.443.400;133.823.600
AUS0000263;AUS;Condong Sugar Mill;NULL;Biomass;30.00;-28.313.800;153.434.100
AUS0000264;AUS;Appin (Mine);NULL;Gas;55.60;-34.208.200;150.772.200
AUS0000265;AUS;Bayswater;NULL;Coal;2640.00;-32.395.300;150.949.100
AUS0000266;AUS;Bendeela (Shoalhaven Scheme);NULL;Hydro;240.00;-34.733.700;150.466.900
AUS0000267;AUS;Blowering;NULL;Hydro;70.00;-35.398.600;148.246.300
AUS0000268;AUS;Broadwater;NULL;Biomass;38.00;-29.011.800;153.433.500
AUS0000269;AUS;Brown Mountain;NULL;Hydro;4.95;-36.595.100;149.474.000
AUS0000270;AUS;Capral (Aluminium Smelter);NULL;Gas;300.00;-32.789.700;151.481.300
AUS0000271;AUS;Colongra;NULL;Gas;724.00;-33.209.900;151.544.800
AUS0000272;AUS;EarthPower Biomass Plant;NULL;Waste;3.90;-33.820.400;151.042.000
AUS0000274;AUS;Visy Pulp and Paper Tumut;NULL;Biomass;20.00;-35.295.900;148.137.100
AUS0000275;AUS;Glenbawn;NULL;Hydro;5.80;-32.109.700;150.998.200
AUS0000276;AUS;Glennies Creek;NULL;Gas;13.00;-32.459.800;151.128.600
AUS0000277;AUS;Hunter;NULL;Oil;29.00;-32.836.000;151.450.500
AUS0000278;AUS;Hunter Valley;NULL;Gas;50.00;-32.389.300;150.966.400
AUS0000279;AUS;Kangaroo Valley (Shoalhaven Scheme);NULL;Hydro;160.00;-34.723.000;150.479.500
AUS0000280;AUS;Liddell;NULL;Coal;2200.00;-32.371.300;150.977.600
AUS0000281;AUS;Mt Piper;NULL;Coal;1400.00;-33.358.900;150.031.300
AUS0000282;AUS;Munmorah;NULL;Coal;600.00;-33.211.700;151.541.800
AUS0000283;AUS;Nymboida;NULL;Hydro;33.60;-29.925.700;152.741.700
AUS0000284;AUS;Oaky;NULL;Hydro;4.80;-30.575.100;152.069.000
AUS0000285;AUS;Redbank;NULL;Coal;150.00;-32.580.200;151.071.900
AUS0000286;AUS;Smithfield Energy;NULL;Gas;170.90;-33.850.000;150.949.500
AUS0000287;AUS;Tahmoor;NULL;Gas;7.00;-34.248.200;150.580.800
AUS0000288;AUS;Tallawarra;NULL;Gas;460.00;-34.522.800;150.808.100
AUS0000289;AUS;Teralba;NULL;Gas;3.00;-32.945.500;151.611.900
AUS0000290;AUS;Tomago Aluminium Smelter;NULL;Gas;810.00;-32.821.700;151.717.800
AUS0000291;AUS;Tower Mine;NULL;Gas;41.20;-34.220.700;150.717.900
AUS0000292;AUS;Tumut 1 (Upper Tumut);NULL;Hydro;616.00;-35.951.700;148.363.700
AUS0000293;AUS;Tumut 2 (Upper Tumut);NULL;Hydro;336.00;-35.881.400;148.367.200
AUS0000294;AUS;Uranquinty;NULL;Gas;664.00;-35.179.400;147.215.700
AUS0000295;AUS;Vales Point B;NULL;Coal;1360.00;-33.160.700;151.543.100
AUS0000296;AUS;Wallerawang C;NULL;Coal;500.00;-33.402.800;150.083.300
AUS0000297;AUS;Warragamba;NULL;Hydro;50.00;-33.883.200;150.596.500
AUS0000298;AUS;West Illawarra Leagues Club;NULL;Oil;1.00;-34.451.500;150.842.900
AUS0000299;AUS;Western Suburbs Leagues Club (Campbelltown);NULL;Oil;1.00;-34.051.300;150.832.900
AUS0000300;AUS;Burrendong;NULL;Hydro;19.00;-32.664.600;149.108.000
AUS0000301;AUS;Copeton;NULL;Hydro;24.00;-29.910.200;150.923.500
AUS0000302;AUS;Wilga Park;NULL;Gas;16.00;-30.363.400;149.677.200
AUS0000303;AUS;Guthega;NULL;Hydro;80.00;-36.350.100;148.413.500
AUS0000304;AUS;Lake Keepit;NULL;Hydro;6.50;-30.879.200;150.491.400
AUS0000305;AUS;Broken Hill;NULL;Gas;50.00;-31.986.300;141.420.300
AUS0000306;AUS;Eraring;NULL;Oil;41.50;-33.061.700;151.522.300
AUS0000307;AUS;Collgar Wind Farm;NULL;Wind;206.00;-31.543.200;118.456.600
AUS0000308;AUS;Maryvale Mill;NULL;Biomass;54.50;-38.180.900;146.447.900
AUS0000309;AUS;Grasmere Wind Farm (Albany Stage II);NULL;Wind;13.80;-35.050.700;117.763.800
AUS0000310;AUS;Tully Sugar Mill;NULL;Biomass;21.40;-17.937.300;145.926.700
AUS0000311;AUS;Proserpine Sugar Mill;NULL;Biomass;17.00;-20.398.500;148.579.700
AUS0000314;AUS;North Sydney;NULL;Gas;2.40;-33.839.800;151.206.900
AUS0000316;AUS;Nine Network;NULL;Oil;3.20;-33.811.000;151.196.600
AUS0000317;AUS;Revesby Workers Club;NULL;Oil;2.50;-33.953.400;151.013.700
AUS0000318;AUS;St George Leagues Club;NULL;Oil;1.00;-33.974.800;151.129.400
AUS0000320;AUS;Norseman Mine;NULL;Oil;9.00;-32.196.300;121.794.300
AUS0000321;AUS;Darlot Gold Mine;NULL;Gas;11.70;-27.897.200;121.269.800
AUS0000322;AUS;Windimurra Vanadium Mine;NULL;Gas;23.70;-28.293.300;118.537.100
AUS0000324;AUS;Cloudbreak;NULL;Oil;44.00;-22.324.700;119.404.000
AUS0000325;AUS;Port Hedland (Smaller);NULL;Gas;84.00;-20.378.200;118.538.400
AUS0000326;AUS;Noranda;NULL;Waste;1.10;-31.865.400;115.877.300
AUS0000327;AUS;Red Hill;NULL;Waste;3.65;-31.831.700;116.099.200
AUS0000328;AUS;Shenton Park WMRC Project;NULL;Waste;1.00;-31.957.700;115.792.400
AUS0000329;AUS;Kalamunda;NULL;Oil;1.30;-31.976.800;115.998.800
AUS0000330;AUS;Canning Vale;NULL;Waste;4.00;-32.073.900;115.891.400
AUS0000331;AUS;Gosnells;NULL;Waste;1.10;-32.022.800;116.012.900
AUS0000332;AUS;KRC Cogeneration Plant;NULL;Gas;4.20;-27.445.300;153.118.500
AUS0000333;AUS;Melbourne;NULL;Gas;1.20;-37.808.600;144.968.500
AUS0000335;AUS;Eildon Small Hydro;NULL;Hydro;5.00;-37.243.100;145.897.400
AUS0000336;AUS;Corio;NULL;Waste;1.00;-38.058.700;144.405.600
AUS0000338;AUS;Lower Rubicon;NULL;Hydro;13.55;-37.302.700;145.845.800
AUS0000341;AUS;Leonards Hill;NULL;Wind;4.10;-37.427.100;144.122.200
AUS0000343;AUS;Highbury;NULL;Waste;2.00;-34.849.000;138.720.300
AUS0000344;AUS;Tea Tree Gully;NULL;Waste;1.00;-34.830.300;138.712.900
AUS0000345;AUS;Port Stanvac;NULL;Oil;57.60;-35.110.400;138.491.500
AUS0000346;AUS;Maryborough;NULL;Biomass;7.50;-25.547.600;152.717.100
AUS0000347;AUS;Stapylton Green Energy;NULL;Biomass;4.80;-27.733.400;153.246.300
AUS0000349;AUS;Bremer Bay Diesel Backup;NULL;Oil;1.30;-34.401.800;119.388.800
AUS0000351;AUS;Coral Bay Diesel Backup;NULL;Oil;2.24;-23.152.100;113.776.200
AUS0000353;AUS;Denham Diesel Backup;NULL;Oil;1.60;-25.916.700;113.534.000
AUS0000354;AUS;Woodman Point;NULL;Waste;1.80;-32.142.400;115.771.300
AUS0000355;AUS;Henderson;NULL;Waste;3.20;-32.165.000;115.800.800
AUS0000356;AUS;Tamala Park;NULL;Waste;4.65;-31.707.800;115.726.600
AUS0000357;AUS;Mandurah;NULL;Waste;1.30;-32.507.900;115.759.000
AUS0000358;AUS;Rockingham;NULL;Waste;2.10;-32.286.300;115.815.400
AUS0000359;AUS;South Cardup (Shale Road Landfill);NULL;Waste;3.30;-32.266.400;116.019.300
AUS0000365;AUS;Marble Bar Diesel Backup;NULL;Oil;1.28;-21.164.900;119.741.900
AUS0000366;AUS;Derby;NULL;Gas;12.53;-17.314.100;123.644.100
AUS0000367;AUS;Fitzroy Crossing;NULL;Gas;4.06;-18.195.600;125.559.700
AUS0000368;AUS;Halls Creek;NULL;Gas;3.69;-18.232.800;127.661.900
AUS0000369;AUS;Warmun;NULL;Oil;1.30;-17.025.900;128.211.300
AUS0000370;AUS;Kununurra;NULL;Oil;12.40;-15.779.600;128.739.500
AUS0000371;AUS;Laverton;NULL;Oil;1.50;-28.621.600;122.396.500
AUS0000372;AUS;Exmouth;NULL;Gas;8.00;-21.946.500;114.125.000
AUS0000373;AUS;Tableland;NULL;Biomass;7.00;-17.119.300;145.345.000
AUS0000374;AUS;South Johnstone;NULL;Biomass;20.00;-17.605.700;145.991.000
AUS0000375;AUS;Mulgrave;NULL;Biomass;13.00;-17.093.200;145.788.700
AUS0000376;AUS;Blue Lake Milling Power Plant;NULL;Oil;1.00;-36.316.400;140.757.500
AUS0000382;AUS;Bidyadanga;NULL;Oil;1.30;-18.681.600;121.784.800
AUS0000384;AUS;Wiluna;NULL;Oil;1.30;-26.592.200;120.218.500
AUS0000386;AUS;Carnarvon;NULL;Gas;15.00;-24.869.200;113.675.400
AUS0000387;AUS;Mungullah;NULL;Gas;18.00;-24.891.100;113.709.500
AUS0000389;AUS;Worsley;NULL;Coal;120.00;-33.235.500;116.068.800
AUS0000391;AUS;Esperance Wind Farm Ten Mile Lagoon;NULL;Wind;2.03;-33.880.200;121.769.000
AUS0000394;AUS;Boco Rock;NULL;Wind;113.00;-36.576.300;149.126.700
AUS0000399;AUS;Bankstown Sports Club;NULL;Oil;2.00;-33.919.700;151.033.200
AUS0000400;AUS;Belconnen;NULL;Waste;1.00;-35.214.200;148.987.200
AUS0000401;AUS;Charlestown Square;NULL;Gas;2.80;-32.964.300;151.693.600
AUS0000405;AUS;Kalbarri Wind Farm;NULL;Wind;1.70;-27.899.500;114.194.600
AUS0000406;AUS;Wodgina;NULL;Gas;13.70;-21.173.900;118.674.700
AUS0000407;AUS;Savannah Nickel Mine;NULL;Oil;10.80;-17.363.100;128.033.100
